country_code,year,gini_index,average_income,name,sub-region,intermediate-region,rate_literacy,country_x,rate_literacy_female,country_y,rate_literacy_male,country,literacy_ratio_females_to_males,gini_BM
CN-RU,2005.0,0.4886449867850663,11656.787165700001,Rural China,,,,,,,,,,
CN-RU,2004.0,0.4601443714863693,10922.6191105,Rural China,,,,,,,,,,
CN-RU,2003.0,0.4676998747229004,10259.003541299999,Rural China,,,,,,,,,,
CN-RU,2002.0,0.4664847928392499,9998.96300454,Rural China,,,,,,,,,,
CN-RU,2001.0,0.4607715499788235,9930.57829381,Rural China,,,,,,,,,,
CN-RU,2000.0,0.4531372477950624,9738.53249541,Rural China,,,,,,,,,,
CN-RU,1999.0,0.43107395426633,9975.22609756,Rural China,,,,,,,,,,
CN-RU,1998.0,0.42665138019014537,10139.4323277,Rural China,,,,,,,,,,
CN-RU,1997.0,0.43148494507802493,10091.9307035,Rural China,,,,,,,,,,
CN-RU,1996.0,0.42996330734583743,9951.46069147,Rural China,,,,,,,,,,
CN-RU,1995.0,0.4274604118294865,9403.41190478,Rural China,,,,,,,,,,
CN-RU,1994.0,0.42618799334170376,9137.10530932,Rural China,,,,,,,,,,
CN-RU,1993.0,0.4201094236381675,8871.56073596,Rural China,,,,,,,,,,
CN-RU,1992.0,0.4127597314087862,9271.22965785,Rural China,,,,,,,,,,
CN-RU,1991.0,0.4042818801984748,8777.63372502,Rural China,,,,,,,,,,
CN-RU,1990.0,0.3906867682155133,8442.29832976,Rural China,,,,,,,,,,
CN-RU,1989.0,0.38703929925446795,8911.06077112,Rural China,,,,,,,,,,
CN-RU,1988.0,0.3826852964730628,9813.40062514,Rural China,,,,,,,,,,
CN-RU,1987.0,0.3773637842744111,9352.98427959,Rural China,,,,,,,,,,
CN-RU,1986.0,0.37066680734088775,8998.50123467,Rural China,,,,,,,,,,
CN-RU,1985.0,0.3619189359492615,9119.40108264,Rural China,,,,,,,,,,
CN-RU,1984.0,0.3584222482004036,7802.86932751,Rural China,,,,,,,,,,
CN-RU,1983.0,0.3542064374287284,6639.95883271,Rural China,,,,,,,,,,
CN-RU,1982.0,0.34896442884752044,6039.53779428,Rural China,,,,,,,,,,
CN-RU,1981.0,0.3421806666899065,5803.50288013,Rural China,,,,,,,,,,
CN-RU,1980.0,0.332925860967513,5540.92745996,Rural China,,,,,,,,,,
CN-RU,1979.0,0.3319457909673837,5360.3799893,Rural China,,,,,,,,,,
CN-RU,1978.0,0.3306808146642173,5142.78291033,Rural China,,,,,,,,,,
CN-UR,2015.0,0.4473929993382497,83704.2440456,Urban China,,,,,,,,,,
CN-UR,2014.0,0.4465690652048152,80143.43623889999,Urban China,,,,,,,,,,
CN-UR,2013.0,0.4562559082202042,74498.4875233,Urban China,,,,,,,,,,
CN-UR,2012.0,0.4411741436300989,68950.2722012,Urban China,,,,,,,,,,
CN-UR,2011.0,0.458752722438405,64751.0973523,Urban China,,,,,,,,,,
CN-UR,2010.0,0.4568684388358885,61742.3610761,Urban China,,,,,,,,,,
CN-UR,2009.0,0.4515522886653325,58013.48395750001,Urban China,,,,,,,,,,
CN-UR,2008.0,0.4559943431150266,54268.904127400005,Urban China,,,,,,,,,,
CN-UR,2007.0,0.4520357930240387,51039.056835100004,Urban China,,,,,,,,,,
CN-UR,2006.0,0.44917523882416704,45656.9492752,Urban China,,,,,,,,,,
CN-UR,2005.0,0.4463574437497605,41066.542944199995,Urban China,,,,,,,,,,
CN-UR,2004.0,0.43834809848391776,37556.364448,Urban China,,,,,,,,,,
CN-UR,2003.0,0.4245196742819412,34510.42652840001,Urban China,,,,,,,,,,
CN-UR,2002.0,0.4126752901844365,31980.8788878,Urban China,,,,,,,,,,
CN-UR,2001.0,0.3588522049537997,28930.4134389,Urban China,,,,,,,,,,
CN-UR,2000.0,0.3456428982494089,27264.304954699997,Urban China,,,,,,,,,,
CN-UR,1999.0,0.3372113360807346,26533.650954099998,Urban China,,,,,,,,,,
CN-UR,1998.0,0.33161280964940804,25572.1359801,Urban China,,,,,,,,,,
CN-UR,1997.0,0.3238555547367048,25033.9815039,Urban China,,,,,,,,,,
CN-UR,1996.0,0.31506729432585656,24991.8244461,Urban China,,,,,,,,,,
CN-UR,1995.0,0.3074447598824287,25520.865170700003,Urban China,,,,,,,,,,
CN-UR,1994.0,0.31031890255711525,26209.1789032,Urban China,,,,,,,,,,
CN-UR,1993.0,0.3021387256935034,24866.0124035,Urban China,,,,,,,,,,
CN-UR,1992.0,0.2848078222248551,24023.9078047,Urban China,,,,,,,,,,
CN-UR,1991.0,0.2643294370658298,21222.162721599998,Urban China,,,,,,,,,,
CN-UR,1990.0,0.2709092817973866,18731.8407788,Urban China,,,,,,,,,,
CN-UR,1989.0,0.2738298745805767,20559.5423223,Urban China,,,,,,,,,,
CN-UR,1988.0,0.2670186675772642,21467.6008459,Urban China,,,,,,,,,,
CN-UR,1987.0,0.25760540010654154,20467.1714729,Urban China,,,,,,,,,,
CN-UR,1986.0,0.2711188521565349,19323.7588208,Urban China,,,,,,,,,,
CN-UR,1985.0,0.2885725640239373,17176.8599512,Urban China,,,,,,,,,,
CN-UR,1984.0,0.26055898399383903,14495.466584099999,Urban China,,,,,,,,,,
CN-UR,1983.0,0.24625102990640926,12280.1824069,Urban China,,,,,,,,,,
CN-UR,1982.0,0.2423932642121181,11969.0668691,Urban China,,,,,,,,,,
CN-UR,1981.0,0.24303923872101985,11117.253431000001,Urban China,,,,,,,,,,
CN-UR,1980.0,0.24151243478975334,10797.594480700001,Urban China,,,,,,,,,,
CN-UR,1979.0,0.23997179745236666,10357.0830021,Urban China,,,,,,,,,,
CN-UR,1978.0,0.23823832870259176,9979.19047497,Urban China,,,,,,,,,,
CN,2015.0,0.5477478101538342,57455.0691161,China,Eastern Asia,,,,,,,,,0.386
CN,2014.0,0.5468970607889365,54251.1073862,China,Eastern Asia,,,,,,,,,0.392
CN,2013.0,0.5544095331244345,49794.2455612,China,Eastern Asia,,,,,,,,,0.397
CN,2012.0,0.5455567342116896,45665.8255283,China,Eastern Asia,,,,,,,,,0.42200000000000004
CN,2011.0,0.5571352456429675,42216.270335,China,Eastern Asia,,,,,,,,,0.424
CN,2010.0,0.5593166132523719,39382.5535633,China,Eastern Asia,,99.6,China,99.6,China,99.7,,,0.43700000000000006
CN,2009.0,0.5532775441382964,36079.91401,China,Eastern Asia,,,,,,,China,99.8,
CN,2008.0,0.5525512129642024,33389.620697900005,China,Eastern Asia,,,,,,,,,0.43
CN,2007.0,0.552143132087543,31081.1681993,China,Eastern Asia,,,,,,,,,
CN,2006.0,0.5489989997715172,27343.047082099998,China,Eastern Asia,,,,,,,,,
CN,2005.0,0.5478186781999269,24300.0359914,China,Eastern Asia,,,,,,,,,0.409
CN,2004.0,0.5354519770330806,22044.8744368,China,Eastern Asia,,,,,,,,,
CN,2003.0,0.5325470950767845,20088.1601324,China,Eastern Asia,,,,,,,,,
CN,2002.0,0.5241056685721881,18591.6470649,China,Eastern Asia,,,,,,,,,0.42
CN,2001.0,0.4963496187116288,17085.8665773,China,Eastern Asia,,,,,,,,,
CN,2000.0,0.486685822303325,16086.3235813,China,Eastern Asia,,98.9,China,98.5,China,99.2,China,99.3,
CN,1999.0,0.4688744300781,15734.1977304,China,Eastern Asia,,,,,,,,,0.387
CN,1998.0,0.4588250498719154,15286.262556900001,China,Eastern Asia,,,,,,,,,
CN,1997.0,0.4578595258034541,14859.9306032,China,Eastern Asia,,,,,,,,,
CN,1996.0,0.4575648870403381,14535.7429859,China,Eastern Asia,,,,,,,,,0.35200000000000004
CN,1995.0,0.4640318366196921,14083.980998700003,China,Eastern Asia,,,,,,,,,
CN,1994.0,0.4697740256439096,14004.320154700003,China,Eastern Asia,,,,,,,,,
CN,1993.0,0.4635620538120844,13348.419214700001,China,Eastern Asia,,,,,,,,,
CN,1992.0,0.4478324492109728,13322.2937224,China,Eastern Asia,,,,,,,,,
CN,1991.0,0.4318614930036581,12130.219617,China,Eastern Asia,,,,,,,,,
CN,1990.0,0.4144734263026105,11159.734551799998,China,Eastern Asia,,94.3,China,91.5,China,97.0,China,94.3,0.322
CN,1989.0,0.4176835553324162,11964.1579613,China,Eastern Asia,,,,,,,,,
CN,1988.0,0.4077543727850033,12821.8939002,China,Eastern Asia,,,,,,,,,
CN,1987.0,0.40334037608021056,12167.018714200001,China,Eastern Asia,,,,,,,,,
CN,1986.0,0.39794510096645663,11530.7619313,China,Eastern Asia,,,,,,,,,
CN,1985.0,0.3794995634243769,11029.5746964,China,Eastern Asia,,,,,,,,,
CN,1984.0,0.3717321887628409,9343.12199675,China,Eastern Asia,,,,,,,,,
CN,1983.0,0.36633391608653787,7859.57560731,China,Eastern Asia,,,,,,,,,
CN,1982.0,0.3683266187026312,7292.47624715,China,Eastern Asia,,88.8,China,82.1,China,95.2,China,86.2,
CN,1981.0,0.36013163980982243,6874.56897833,China,Eastern Asia,,,,,,,,,
CN,1980.0,0.3543886333990687,6560.25382373,China,Eastern Asia,,,,,,,,,
CN,1979.0,0.3524729090654877,6307.80835341,China,Eastern Asia,,,,,,,,,
CN,1978.0,0.35123645525210834,6009.23539123,China,Eastern Asia,,,,,,,,,
CZ,2015.0,0.335404423244575,399086.656076,Czech Republic,Eastern Europe,,,,,,,,,0.259
CZ,2014.0,0.33501683586991937,377301.347352,Czech Republic,Eastern Europe,,,,,,,,,0.259
CZ,2013.0,0.31932796210841496,370644.531755,Czech Republic,Eastern Europe,,,,,,,,,0.265
CZ,2012.0,0.34067794770670196,374243.579835,Czech Republic,Eastern Europe,,,,,,,,,0.261
CZ,2011.0,0.3315274523495273,372776.072098,Czech Republic,Eastern Europe,,,,,,,,,0.264
CZ,2010.0,0.3321426986050978,365771.867593,Czech Republic,Eastern Europe,,,,,,,,,0.266
CZ,2009.0,0.32889254556753955,360838.11938499997,Czech Republic,Eastern Europe,,,,,,,,,0.262
CZ,2008.0,0.3389022967915992,391976.777873,Czech Republic,Eastern Europe,,,,,,,,,0.263
CZ,2007.0,0.32489714915884016,388743.724761,Czech Republic,Eastern Europe,,,,,,,,,0.26
CZ,2006.0,0.3277941168105306,372723.26424299995,Czech Republic,Eastern Europe,,,,,,,,,0.267
CZ,2005.0,0.3238191811357409,356708.010871,Czech Republic,Eastern Europe,,,,,,,,,0.26899999999999996
CZ,2004.0,0.3275157664420606,335078.034073,Czech Republic,Eastern Europe,,,,,,,,,0.275
CZ,2003.0,0.31257807671283033,323204.76731100003,Czech Republic,Eastern Europe,,,,,,,,,
CZ,2002.0,0.2990730294935443,312218.250372,Czech Republic,Eastern Europe,,,,,,,,,
CZ,2001.0,0.30002159346126,309541.41425100004,Czech Republic,Eastern Europe,,,,,,,,,
CZ,2000.0,0.3010222649984429,302456.893966,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1999.0,0.3020508073683539,293872.797127,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1998.0,0.30313193455006504,295884.403707,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1997.0,0.304196305821973,300382.982004,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1996.0,0.3053158365522337,310593.703251,Czech Republic,Eastern Europe,,,,,,,,,0.258
CZ,1995.0,0.2950768771640291,301444.823897,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1994.0,0.28505242628849314,296340.958506,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1993.0,0.2751688228102963,288186.97562,Czech Republic,Eastern Europe,,,,,,,,,0.266
CZ,1992.0,0.2655123680593151,285364.122065,Czech Republic,Eastern Europe,,,,,,,,,
CZ,1988.0,0.200458756403994,,,,,,,,,,,,
XF-MER,1988.0,0.6528547080931281,,,,,,,,,,,,
XL-MER,1988.0,0.6484781192069642,,,,,,,,,,,,
XL,1988.0,0.646634662385845,,,,,,,,,,,,
XN-MER,1988.0,0.7304077308105781,,,,,,,,,,,,
XN,1988.0,0.7304077308105781,,,,,,,,,,,,
XR-MER,1988.0,0.28116176557935224,,,,,,,,,,,,
XR,1988.0,0.28116176557935224,,,,,,,,,,,,
,1988.0,,,,,,48.2,,,,,,,
,1988.0,,,,,,37.9,,,,,,,
,1988.0,,,,,,81.8,,,,,,,
,1988.0,,,,,,,Central African Republic,34.9,,,,,
,1988.0,,,,,,,Senegal,28.0,,,,,
,1988.0,,,,,,,Tanzania,77.9,,,,,
,1988.0,,,,,,,,,Central African Republic,62.6,,,
,1988.0,,,,,,,,,Senegal,49.1,,,
,1988.0,,,,,,,,,Tanzania,86.2,,,
,1988.0,,,,,,,,,,,Central African Republic,55.7,
,1988.0,,,,,,,,,,,Senegal,57.1,
,1988.0,,,,,,,,,,,Tanzania,90.3,
CZ,1985.0,0.19858235987247708,,,,,,,,,,,,
XF-MER,1985.0,0.6555138194591589,,,,,,,,,,,,
XL-MER,1985.0,0.6476615895819279,,,,,,,,,,,,
XL,1985.0,0.6465006591758451,,,,,,,,,,,,
XN-MER,1985.0,0.7304077308105781,,,,,,,,,,,,
XN,1985.0,0.7304077308105781,,,,,,,,,,,,
XR-MER,1985.0,0.28291220822029883,,,,,,,,,,,,
XR,1985.0,0.28291220822029883,,,,,,,,,,,,
,1985.0,,,,,,87.5,,,,,,,
,1985.0,,,,,,95.5,,,,,,,
,1985.0,,,,,,98.2,,,,,,,
,1985.0,,,,,,90.9,,,,,,,
,1985.0,,,,,,82.5,,,,,,,
,1985.0,,,,,,98.6,,,,,,,
,1985.0,,,,,,,Kuwait,84.1,,,,,
,1985.0,,,,,,,Maldives,96.2,,,,,
,1985.0,,,,,,,Malta,99.0,,,,,
,1985.0,,,,,,,Turkey,86.0,,,,,
,1985.0,,,,,,,United Arab Emirates,84.5,,,,,
,1985.0,,,,,,,Uruguay,99.0,,,,,
,1985.0,,,,,,,,,Kuwait,90.7,,,
,1985.0,,,,,,,,,Maldives,94.9,,,
,1985.0,,,,,,,,,Malta,97.4,,,
,1985.0,,,,,,,,,Turkey,95.7,,,
,1985.0,,,,,,,,,United Arab Emirates,81.0,,,
,1985.0,,,,,,,,,Uruguay,98.3,,,
,1985.0,,,,,,,,,,,Kuwait,92.7,
,1985.0,,,,,,,,,,,Maldives,101.0,
,1985.0,,,,,,,,,,,Malta,102.0,
,1985.0,,,,,,,,,,,Turkey,89.8,
,1985.0,,,,,,,,,,,United Arab Emirates,104.0,
,1985.0,,,,,,,,,,,Uruguay,101.0,
CZ,1980.0,0.2053861463678669,,,,,,,,,,,,
XF-MER,1980.0,0.660842001336,,,,,,,,,,,,
XL-MER,1980.0,0.645650001532,,,,,,,,,,,,
XL,1980.0,0.645434002292,,,,,,,,,,,,
XN-MER,1980.0,0.7291679997139999,,,,,,,,,,,,
XN,1980.0,0.7291679997139999,,,,,,,,,,,,
XR-MER,1980.0,0.278175999752,,,,,,,,,,,,
XR,1980.0,0.278175999752,,,,,,,,,,,,
,1980.0,,,,,,96.9,,,,,,,
,1980.0,,,,,,83.9,,,,,,,
,1980.0,,,,,,61.7,,,,,,,
,1980.0,,,,,,85.4,,,,,,,
,1980.0,,,,,,79.0,,,,,,,
,1980.0,,,,,,88.0,,,,,,,
,1980.0,,,,,,92.0,,,,,,,
,1980.0,,,,,,43.6,,,,,,,
,1980.0,,,,,,94.3,,,,,,,
,1980.0,,,,,,96.1,,,,,,,
,1980.0,,,,,,91.8,,,,,,,
,1980.0,,,,,,96.9,,,,,,,
,1980.0,,,,,,99.2,,,,,,,
,1980.0,,,,,,84.7,,,,,,,
,1980.0,,,,,,,Argentina,97.3,,,,,
,1980.0,,,,,,,Brazil,85.2,,,,,
,1980.0,,,,,,,Comoros,54.9,,,,,
,1980.0,,,,,,,Indonesia,81.7,,,,,
,1980.0,,,,,,,Kuwait,76.0,,,,,
,1980.0,,,,,,,Malaysia,86.5,,,,,
,1980.0,,,,,,,Mexico,90.9,,,,,
,1980.0,,,,,,,Mozambique,25.1,,,,,
,1980.0,,,,,,,Palau,94.4,,,,,
,1980.0,,,,,,,Panama,96.3,,,,,
,1980.0,,,,,,,Philippines,92.5,,,,,
,1980.0,,,,,,,Thailand,96.2,,,,,
,1980.0,,,,,,,Trinidad and Tobago,99.2,,,,,
,1980.0,,,,,,,Turkey,75.2,,,,,
,1980.0,,,,,,,,,Argentina,96.5,,,
,1980.0,,,,,,,,,Brazil,82.6,,,
,1980.0,,,,,,,,,Comoros,69.4,,,
,1980.0,,,,,,,,,Indonesia,89.6,,,
,1980.0,,,,,,,,,Kuwait,81.3,,,
,1980.0,,,,,,,,,Malaysia,89.5,,,
,1980.0,,,,,,,,,Mexico,93.1,,,
,1980.0,,,,,,,,,Mozambique,64.0,,,
,1980.0,,,,,,,,,Palau,94.2,,,
,1980.0,,,,,,,,,Panama,95.9,,,
,1980.0,,,,,,,,,Philippines,91.1,,,
,1980.0,,,,,,,,,Thailand,97.6,,,
,1980.0,,,,,,,,,Trinidad and Tobago,99.2,,,
,1980.0,,,,,,,,,Turkey,93.6,,,
,1980.0,,,,,,,,,,,Argentina,101.0,
,1980.0,,,,,,,,,,,Brazil,103.0,
,1980.0,,,,,,,,,,,Comoros,79.2,
,1980.0,,,,,,,,,,,Indonesia,91.1,
,1980.0,,,,,,,,,,,Kuwait,93.5,
,1980.0,,,,,,,,,,,Malaysia,96.7,
,1980.0,,,,,,,,,,,Mexico,97.6,
,1980.0,,,,,,,,,,,Mozambique,39.3,
,1980.0,,,,,,,,,,,Palau,100.0,
,1980.0,,,,,,,,,,,Panama,100.0,
,1980.0,,,,,,,,,,,Philippines,102.0,
,1980.0,,,,,,,,,,,Thailand,98.6,
,1980.0,,,,,,,,,,,Trinidad and Tobago,100.0,
,1980.0,,,,,,,,,,,Turkey,80.4,
CZ,1976.0,0.206960596202894,,,,,,,,,,,,
,1976.0,,,,,,83.5,,,,,,,
,1976.0,,,,,,68.8,,,,,,,
,1976.0,,,,,,51.0,,,,,,,
,1976.0,,,,,,56.5,,,,,,,
,1976.0,,,,,,19.6,,,,,,,
,1976.0,,,,,,75.5,,,,,,,
,1976.0,,,,,,99.8,,,,,,,
,1976.0,,,,,,,Bolivia,75.8,,,,,
,1976.0,,,,,,,Cameroon,59.1,,,,,
,1976.0,,,,,,,Egypt,38.1,,,,,
,1976.0,,,,,,,Iran,42.3,,,,,
,1976.0,,,,,,,Mali,13.5,,,,,
,1976.0,,,,,,,Swaziland,75.0,,,,,
,1976.0,,,,,,,Tonga,99.8,,,,,
,1976.0,,,,,,,,,Bolivia,91.5,,,
,1976.0,,,,,,,,,Cameroon,79.6,,,
,1976.0,,,,,,,,,Egypt,63.0,,,
,1976.0,,,,,,,,,Iran,70.9,,,
,1976.0,,,,,,,,,Mali,26.7,,,
,1976.0,,,,,,,,,Swaziland,76.1,,,
,1976.0,,,,,,,,,Tonga,99.8,,,
,1976.0,,,,,,,,,,,Bolivia,82.9,
,1976.0,,,,,,,,,,,Cameroon,74.2,
,1976.0,,,,,,,,,,,Egypt,60.5,
,1976.0,,,,,,,,,,,Iran,59.7,
,1976.0,,,,,,,,,,,Mali,50.5,
,1976.0,,,,,,,,,,,Swaziland,98.5,
,1976.0,,,,,,,,,,,Tonga,100.0,
CZ,1973.0,0.20988046579864936,,,,,,,,,,,,
CZ,1970.0,0.22508336096722725,,,,,,,,,,,,
DE,2016.0,0.4451102318346768,40297.0,Germany,Western Europe,,,,,,,,,
DE,2015.0,0.4485080721585333,39640.3007812,Germany,Western Europe,,,,,,,,,0.317
DE,2014.0,0.44634479079108136,39105.1015625,Germany,Western Europe,,,,,,,,,
DE,2013.0,0.4497284070428108,38629.6992188,Germany,Western Europe,,,,,,,,,0.311
DE,2012.0,0.4423806119210831,38587.6992188,Germany,Western Europe,,,,,,,,,
DE,2011.0,0.4447660732307862,38686.6015625,Germany,Western Europe,,,,,,,,,0.305
DE,2010.0,0.44364717755508265,37106.6015625,Germany,Western Europe,,,,,,,,,0.302
DE,2009.0,0.4399293401451291,35629.6015625,Germany,Western Europe,,,,,,,,,0.305
DE,2008.0,0.4510770004568572,37732.8007812,Germany,Western Europe,,,,,,,,,0.312
DE,2007.0,0.4463610494064341,37809.3984375,Germany,Western Europe,,,,,,,,,0.313
DE,2006.0,0.4324353166058557,36803.8984375,Germany,Western Europe,,,,,,,,,0.313
DE,2005.0,0.4301586054837351,35137.8007812,Germany,Western Europe,,,,,,,,,0.32299999999999995
DE,2004.0,0.4046753157408192,34958.0,Germany,Western Europe,,,,,,,,,0.304
DE,2003.0,0.3946252933467208,33939.8984375,Germany,Western Europe,,,,,,,,,0.303
DE,2002.0,0.4001175668993613,34211.1015625,Germany,Western Europe,,,,,,,,,0.3
DE,2001.0,0.3946931778879379,34566.1015625,Germany,Western Europe,,,,,,,,,0.303
DE,2000.0,0.3948035614594798,34232.3984375,Germany,Western Europe,,,,,,,,,0.28800000000000003
DE,1999.0,0.3899844372897957,33434.3984375,Germany,Western Europe,,,,,,,,,
DE,1998.0,0.3876393197331793,32931.0,Germany,Western Europe,,,,,,,,,0.28300000000000003
DE,1997.0,0.3818427959132399,32435.800781200003,Germany,Western Europe,,,,,,,,,
DE,1996.0,0.37450271098712695,32004.900390599996,Germany,Western Europe,,,,,,,,,
DE,1995.0,0.3644739437746392,31868.5,Germany,Western Europe,,,,,,,,,0.29
DE,1994.0,0.364003920784571,31518.599609400004,Germany,Western Europe,,,,,,,,,0.292
DE,1993.0,0.3681182161175671,31080.599609400004,Germany,Western Europe,,,,,,,,,
DE,1992.0,0.3742587471384681,31905.0,Germany,Western Europe,,,,,,,,,
DE,1991.0,0.3790804852483601,31670.900390599996,Germany,Western Europe,,,,,,,,,0.292
DE,1990.0,0.3807596285862823,33496.3984375,Germany,Western Europe,,,,,,,,,
DE,1989.0,0.3831507321800788,32537.400390599996,Germany,Western Europe,,,,,,,,,
DE,1988.0,0.3732240167933749,31827.5,Germany,Western Europe,,,,,,,,,
DE,1987.0,0.36424858272355787,30824.5,Germany,Western Europe,,,,,,,,,
DE,1986.0,0.35361653225856404,30784.800781200003,Germany,Western Europe,,,,,,,,,
DE,1985.0,0.35152994092973805,30354.5,Germany,Western Europe,,,,,,,,,
DE,1984.0,0.3496279267897649,29796.300781200003,Germany,Western Europe,,,,,,,,,
DE,1983.0,0.3499677016058954,28981.0,Germany,Western Europe,,,,,,,,,
DE,1982.0,0.3510672153888201,28578.599609400004,Germany,Western Europe,,,,,,,,,
DE,1981.0,0.3520689054933561,29045.800781200003,Germany,Western Europe,,,,,,,,,
DE,1980.0,0.35194179668968384,29444.5,Germany,Western Europe,,,,,,,,,
EG,2015.0,0.5374125622477279,45416.1672445,Egypt,Northern Africa,,,,,,,,,0.318
EG,2012.0,0.5166096153202612,43565.1520807,Egypt,Northern Africa,,,,,,,,,0.28300000000000003
EG,2010.0,0.5182168452991871,43612.4659252,Egypt,Northern Africa,,87.5,Egypt,84.3,Egypt,90.6,,,0.302
EG,2008.0,0.541627680321226,45179.0506196,Egypt,Northern Africa,,,,,,,,,0.311
EG,2004.0,0.5465334040416789,38516.8742508,Egypt,Northern Africa,,,,,,,,,0.318
EG,1999.0,0.561085014644,37893.139693900004,Egypt,Northern Africa,,,,,,,,,0.32799999999999996
FR,2014.0,0.4592652157275523,35777.812999999995,France,Western Europe,,,,,,,,,0.32299999999999995
FR,2013.0,0.4596700244379465,35566.562999999995,France,Western Europe,,,,,,,,,0.325
FR,2012.0,0.4613508141575594,35466.406,France,Western Europe,,,,,,,,,0.331
FR,2011.0,0.4697947408620653,36058.992,France,Western Europe,,,,,,,,,0.33299999999999996
